species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
California mugwort,Artemisia douglasiana,California mugwort,Plantae,52854
California poppy,Eschscholzia californica,California poppy,Plantae,48225
Pacific hound's tongue,Adelinia grandis,Pacific hound's tongue,Plantae,1520640
Borage,Borago officinalis,Borage,Plantae,52287
Tutsan,Hypericum androsaemum,Tutsan,Plantae,77480
blue plumbago,Plumbago auriculata,blue plumbago,Plantae,78631
bigleaf maple,Acer macrophyllum,bigleaf maple,Plantae,48227
feverfew,Tanacetum parthenium,feverfew,Plantae,54520
henbit deadnettle,Lamium amplexicaule,henbit deadnettle,Plantae,55459
giant chain fern,Woodwardia fimbriata,giant chain fern,Plantae,52685
Pink Honeysuckle,Lonicera hispidula,Pink Honeysuckle,Plantae,53416
giant chain fern,Woodwardia fimbriata,giant chain fern,Plantae,52685
lady fern,Athyrium filix-femina,lady fern,Plantae,52669
western sword fern,Polystichum munitum,western sword fern,Plantae,47751
Pacific trillium,Trillium ovatum,Pacific trillium,Plantae,49463
Broad-leaved helleborine,Epipactis helleborine,Broad-leaved helleborine,Plantae,50717
Tanoak,Notholithocarpus densiflorus,Tanoak,Plantae,69823
goldback fern,,goldback fern,Plantae,52676
Crofton Weed,Ageratina adenophora,Crofton Weed,Plantae,64114
Crescent-cup liverwort,Lunularia cruciata,Crescent-cup liverwort,Plantae,55703
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
Pacific poison oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
Crescent-cup liverwort,Lunularia cruciata,Crescent-cup liverwort,Plantae,55703
Crescent-cup liverwort,Lunularia cruciata,Crescent-cup liverwort,Plantae,55703
American pokeweed,Phytolacca americana,American pokeweed,Plantae,48599
Johnson grass,Sorghum halepense,Johnson grass,Plantae,58387
coastal woodfern,Dryopteris arguta,coastal woodfern,Plantae,52671
mock strawberry,Potentilla indica,mock strawberry,Plantae,243824
California Live Oak,Quercus agrifolia agrifolia,California Live Oak,Plantae,58913
apple,Malus domestica,apple,Plantae,469472
moth mullein,Verbascum blattaria,moth mullein,Plantae,59028
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
silverleaf cotoneaster,Cotoneaster pannosus,silverleaf cotoneaster,Plantae,53375
coyote brush,Baccharis pilularis,coyote brush,Plantae,53359
Hoary Rock-rose,Cistus creticus,Hoary Rock-rose,Plantae,64318
scarlet pimpernel,Lysimachia arvensis,scarlet pimpernel,Plantae,791928
Alderney Crane's-bill,Geranium core-core,Alderney Crane's-bill,Plantae,77254
California antitrichia moss,Antitrichia californica,California antitrichia moss,Plantae,67846
Crescent-cup liverwort,Lunularia cruciata,Crescent-cup liverwort,Plantae,55703
skeleton fork fern,Psilotum nudum,skeleton fork fern,Plantae,167517
Marchantia polymorpha ruderalis,Marchantia polymorpha ruderalis,,Plantae,342828
California bay,Umbellularia californica,California bay,Plantae,48807
goldback fern,,goldback fern,Plantae,52676
White Horehound,Marrubium vulgare,White Horehound,Plantae,54605
field marigold,Calendula arvensis,field marigold,Plantae,59260
Bermuda buttercup,Oxalis pes-caprae,Bermuda buttercup,Plantae,53169
Johnson grass,Sorghum halepense,Johnson grass,Plantae,58387
field marigold,Calendula arvensis,field marigold,Plantae,59260
beaked hazelnut,Corylus cornuta,beaked hazelnut,Plantae,53374
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
Tanoak,Notholithocarpus densiflorus,Tanoak,Plantae,69823
common Douglas-fir,Pseudotsuga menziesii,Douglas fir,Plantae,48256
common yarrow,Achillea millefolium,common yarrow,Plantae,52821
California fuchsia,Epilobium canum,California fuchsia,Plantae,53051
Baby's tears,Soleirolia soleirolii,Baby's tears,Plantae,79147
Crescent-cup liverwort,Lunularia cruciata,Crescent-cup liverwort,Plantae,55703
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
California bay,Umbellularia californica,California bay,Plantae,48807
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
Hooker's fairybells,Prosartes hookeri,Hooker's fairybells,Plantae,51071
coyote brush,Baccharis pilularis,coyote brush,Plantae,53359
Star Moss,Syntrichia ruralis,Star Moss,Plantae,244075
Gander oak,Quercus × ganderi,Gander oak,Plantae,181844
Telegraphweed,Heterotheca grandiflora,Telegraphweed,Plantae,58831
common poppy,Papaver rhoeas,common poppy,Plantae,54404
great mullein,Verbascum thapsus,great mullein,Plantae,59029
Redwood Violet,Viola sempervirens,Redwood Violet,Plantae,55342
yerba buena,Clinopodium douglasii,yerba buena,Plantae,53203
Bog St. John's-wort,Hypericum anagalloides,Bog St. John's-wort,Plantae,61032
Soft-tufted Beard-moss,Vinealobryum vineale,Soft-tufted Beard-moss,Plantae,1282317
Fragrant Everlasting,Pseudognaphalium beneolens,Fragrant Everlasting,Plantae,64303
Japanese anemone,Eriocapitella japonica,Japanese anemone,Plantae,950313
ribwort plantain,Plantago lanceolata,ribwort plantain,Plantae,53178
creeping snowberry,Symphoricarpos mollis,creeping snowberry,Plantae,53456
coyote brush,Baccharis pilularis,coyote brush,Plantae,53359
yerba buena,Clinopodium douglasii,yerba buena,Plantae,53203
bigleaf maple,Acer macrophyllum,bigleaf maple,Plantae,48227
bird's-eye speedwell,Veronica persica,bird's-eye speedwell,Plantae,55666
Oregon Beaked Moss,Kindbergia oregana,Oregon Beaked Moss,Plantae,120909
Tanoak,Notholithocarpus densiflorus,Tanoak,Plantae,69823
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
western sword fern,Polystichum munitum,western sword fern,Plantae,47751
bitter lettuce,Lactuca virosa,bitter lettuce,Plantae,53108
goldback fern,,goldback fern,Plantae,52676
coyote brush,Baccharis pilularis,coyote brush,Plantae,53359
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
Pacific trillium,Trillium ovatum,Pacific trillium,Plantae,49463
Douglas fir,Pseudotsuga menziesii,Douglas fir,Plantae,48256
Hairy brackenfern,Pteridium aquilinum pubescens,Hairy brackenfern,Plantae,52684
Pacific madrone,Arbutus menziesii,Pacific madrone,Plantae,51046
California poppy,Eschscholzia californica,California poppy,Plantae,48225
pink knotweed,Persicaria capitata,pink knotweed,Plantae,78451
coyote brush,Baccharis pilularis,coyote brush,Plantae,53359
California bay,Umbellularia californica,California bay,Plantae,48807
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
Pacific madrone,Arbutus menziesii,Pacific madrone,Plantae,51046
black sage,Salvia mellifera,black sage,Plantae,50643
Kerkei,Crassula tetragona,Kerkei,Plantae,76467
silverleaf cotoneaster,Cotoneaster pannosus,silverleaf cotoneaster,Plantae,53375
California incense-cedar,Calocedrus decurrens,California incense-cedar,Plantae,53723
Tanoak,Notholithocarpus densiflorus,Tanoak,Plantae,69823
giant chain fern,Woodwardia fimbriata,giant chain fern,Plantae,52685
Brittleleaf Manzanita,Arctostaphylos crustacea,Brittleleaf Manzanita,Plantae,75507
Evergreen Huckleberry,Vaccinium ovatum,Evergreen Huckleberry,Plantae,48349
Brittleleaf Manzanita,Arctostaphylos crustacea,Brittleleaf Manzanita,Plantae,75507
tarata,Pittosporum eugenioides,tarata,Plantae,200847
orange bush monkeyflower,Diplacus aurantiacus,orange bush monkeyflower,Plantae,777371
California poppy,Eschscholzia californica,California poppy,Plantae,48225
coyote brush,Baccharis pilularis,coyote brush,Plantae,53359
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
western sword fern,Polystichum munitum,western sword fern,Plantae,47751
Lawn daisy,Bellis perennis,Lawn daisy,Plantae,55563
California bay,Umbellularia californica,California bay,Plantae,48807
western sword fern,Polystichum munitum,western sword fern,Plantae,47751
Tanoak,Notholithocarpus densiflorus,Tanoak,Plantae,69823
California bay,Umbellularia californica,California bay,Plantae,48807
woodland strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
Bermuda buttercup,Oxalis pes-caprae,Bermuda buttercup,Plantae,53169
coastal woodfern,Dryopteris arguta,coastal woodfern,Plantae,52671
Evergreen Huckleberry,Vaccinium ovatum,Evergreen Huckleberry,Plantae,48349
coyote brush,Baccharis pilularis,coyote brush,Plantae,53359
Pacific poison oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
Summer snowflake,Leucojum aestivum,Summer snowflake,Plantae,55809
orange bush monkeyflower,Diplacus aurantiacus,orange bush monkeyflower,Plantae,777371
Tanoak,Notholithocarpus densiflorus,Tanoak,Plantae,69823
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
wavy-leafed soap plant,Chlorogalum pomeridianum,wavy-leafed soap plant,Plantae,47597
blueblossom,Ceanothus thyrsiflorus,blueblossom,Plantae,56617
Western Rattlesnake Plantain,Goodyera oblongifolia,Western Rattlesnake Plantain,Plantae,50719
Santa Cruz Manzanita,Arctostaphylos andersonii,Santa Cruz Manzanita,Plantae,71123
poison hemlock,Conium maculatum,poison hemlock,Plantae,52998
crinite manzanita,Arctostaphylos crustacea crinita,crinite manzanita,Plantae,79586
Tanoak,Notholithocarpus densiflorus,Tanoak,Plantae,69823
Pink Honeysuckle,Lonicera hispidula,Pink Honeysuckle,Plantae,53416
yerba buena,Clinopodium douglasii,yerba buena,Plantae,53203
mountain sweet cicely,Osmorhiza berteroi,mountain sweet cicely,Plantae,53166
wild carrot,Daucus carota,Queen Anne's lace,Plantae,76610
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
Pink Honeysuckle,Lonicera hispidula,Pink Honeysuckle,Plantae,53416
Pacific poison oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
greater periwinkle,Vinca major,greater periwinkle,Plantae,53326
Bunch-flowered Daffodil,Narcissus tazetta,Bunch-flowered Daffodil,Plantae,56027
knobcone pine,Pinus attenuata,knobcone pine,Plantae,64047
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
calla lily,Zantedeschia aethiopica,calla lily,Plantae,56006
orange bush monkeyflower,Diplacus aurantiacus,orange bush monkeyflower,Plantae,777371
miner's lettuce,Claytonia perfoliata,miner's lettuce,Plantae,52994
Bunch-flowered Daffodil,Narcissus tazetta,Bunch-flowered Daffodil,Plantae,56027
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
California fetid adderstongue,Scoliopus bigelovii,California fetid adderstongue,Plantae,48990
miner's lettuce,Claytonia perfoliata,miner's lettuce,Plantae,52994
California poppy,Eschscholzia californica,California poppy,Plantae,48225
Wartleaf Ceanothus,Ceanothus papillosus,Wartleaf Ceanothus,Plantae,64281
orange bush monkeyflower,Diplacus aurantiacus,orange bush monkeyflower,Plantae,777371
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
Shreve oak,Quercus parvula shrevei,Shreve oak,Plantae,81314
crinite manzanita,Arctostaphylos crustacea crinita,crinite manzanita,Plantae,79586
Broad-leaved helleborine,Epipactis helleborine,Broad-leaved helleborine,Plantae,50717
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
Redwood Violet,Viola sempervirens,Redwood Violet,Plantae,55342
Brittleleaf Manzanita,Arctostaphylos crustacea,Brittleleaf Manzanita,Plantae,75507
California milkwort,Rhinotropis californica,California milkwort,Plantae,876453
Lawn daisy,Bellis perennis,Lawn daisy,Plantae,55563
Сколиопус Бигелоу,Scoliopus bigelovii,California fetid adderstongue,Plantae,48990
Pacific madrone,Arbutus menziesii,Pacific madrone,Plantae,51046
Tanoak,Notholithocarpus densiflorus,Tanoak,Plantae,69823
blueblossom,Ceanothus thyrsiflorus,blueblossom,Plantae,56617
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
Evergreen Huckleberry,Vaccinium ovatum,Evergreen Huckleberry,Plantae,48349
Bermuda buttercup,Oxalis pes-caprae,Bermuda buttercup,Plantae,53169
coyote brush,Baccharis pilularis,coyote brush,Plantae,53359
Dotted Smartweed,Persicaria punctata,Dotted Smartweed,Plantae,78456
Pacific hound's tongue,Adelinia grandis,Pacific hound's tongue,Plantae,1520640
Wedding Treasureflower,Gazania linearis,Wedding Treasureflower,Plantae,56951
Bermuda buttercup,Oxalis pes-caprae,Bermuda buttercup,Plantae,53169
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
milkmaids,Cardamine californica,milkmaids,Plantae,49651
Pacific Sanicle,Sanicula crassicaulis,Pacific Sanicle,Plantae,53201
Tanoak,Notholithocarpus densiflorus,Tanoak,Plantae,69823
sugar bush,Rhus ovata,sugar bush,Plantae,64121
coyote brush,Baccharis pilularis,coyote brush,Plantae,53359
Santa Cruz Manzanita,Arctostaphylos andersonii,Santa Cruz Manzanita,Plantae,71123
horseweed,Erigeron canadensis,horseweed,Plantae,76907
Lawn daisy,Bellis perennis,Lawn daisy,Plantae,55563
tropical horseweed,Erigeron sumatrensis,tropical horseweed,Plantae,76943
Lawn daisy,Bellis perennis,Lawn daisy,Plantae,55563
horseweed,Erigeron canadensis,horseweed,Plantae,76907
woodland strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
Bermuda buttercup,Oxalis pes-caprae,Bermuda buttercup,Plantae,53169
Bermuda buttercup,Oxalis pes-caprae,Bermuda buttercup,Plantae,53169
Bermuda buttercup,Oxalis pes-caprae,Bermuda buttercup,Plantae,53169
scarlet pimpernel,Lysimachia arvensis,scarlet pimpernel,Plantae,791928
Bermuda buttercup,Oxalis pes-caprae,Bermuda buttercup,Plantae,53169
Petty Spurge,Euphorbia peplus,Petty Spurge,Plantae,57036
Hirschfeldia incana,Hirschfeldia incana,Shortpod Mustard,Plantae,53097
Baccharis pilularis,Baccharis pilularis,coyote brush,Plantae,53359
Oxalis pes-caprae,Oxalis pes-caprae,Bermuda buttercup,Plantae,53169
California fetid adderstongue,Scoliopus bigelovii,California fetid adderstongue,Plantae,48990
California fetid adderstongue,Scoliopus bigelovii,California fetid adderstongue,Plantae,48990
Lawn daisy,Bellis perennis,Lawn daisy,Plantae,55563
geraniums and cranesbills,Geranium,geraniums and cranesbills,Plantae,47701
California fetid adderstongue,Scoliopus bigelovii,California fetid adderstongue,Plantae,48990
woodland strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
California fetid adderstongue,Scoliopus bigelovii,California fetid adderstongue,Plantae,48990
pink knotweed,Persicaria capitata,pink knotweed,Plantae,78451
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
California fetid adderstongue,Scoliopus bigelovii,California fetid adderstongue,Plantae,48990
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
California bay,Umbellularia californica,California bay,Plantae,48807
field mustard,Brassica rapa,field mustard,Plantae,53271
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
Santa Cruz Manzanita,Arctostaphylos andersonii,Santa Cruz Manzanita,Plantae,71123
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
greater periwinkle,Vinca major,greater periwinkle,Plantae,53326
ribwort plantain,Plantago lanceolata,ribwort plantain,Plantae,53178
ribwort plantain,Plantago lanceolata,ribwort plantain,Plantae,53178
Common Cat's-ear,Hypochaeris radicata,Common Cat's-ear,Plantae,53104
coyote brush,Baccharis pilularis,coyote brush,Plantae,53359
Common Cat's-ear,Hypochaeris radicata,Common Cat's-ear,Plantae,53104
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
Common Cat's-ear,Hypochaeris radicata,Common Cat's-ear,Plantae,53104
common dog-violet,Viola riviniana,european dog violet,Plantae,61481
Common Cat's-ear,Hypochaeris radicata,Common Cat's-ear,Plantae,53104
coyote brush,Baccharis pilularis,coyote brush,Plantae,53359
Radishes,Raphanus raphanistrum,Wild radish,Plantae,55411
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
California bay,Umbellularia californica,California bay,Plantae,48807
greater snowdrop,Galanthus elwesii,greater snowdrop,Plantae,57514
sugar bush,Rhus ovata,sugar bush,Plantae,64121
Crescent-cup liverwort,Lunularia cruciata,Crescent-cup liverwort,Plantae,55703
Sweet Alyssum,Lobularia maritima,sweet alyssum,Plantae,56992
Wild radish,Raphanus raphanistrum,Wild radish,Plantae,55411
Bermuda buttercup,Oxalis pes-caprae,Bermuda buttercup,Plantae,53169
woodland strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
pink knotweed,Persicaria capitata,pink knotweed,Plantae,78451
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
coast oak,Quercus parvula,coast oak,Plantae,78808
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
Lawn daisy,Bellis perennis,Lawn daisy,Plantae,55563
Pacific madrone,Arbutus menziesii,Pacific madrone,Plantae,51046
Pink Honeysuckle,Lonicera hispidula,Pink Honeysuckle,Plantae,53416
Broad-leaved helleborine,Epipactis helleborine,Broad-leaved helleborine,Plantae,50717
White Globe Lily,Calochortus albus,White Globe Lily,Plantae,51315
crinite manzanita,Arctostaphylos crustacea crinita,crinite manzanita,Plantae,79586
greater periwinkle,Vinca major,greater periwinkle,Plantae,53326
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
milkmaids,Cardamine californica,milkmaids,Plantae,49651
woodland strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
Bermuda buttercup,Oxalis pes-caprae,Bermuda buttercup,Plantae,53169
